chr,start,end,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_name,gene_type
chr1,152727692,152727716,0.49,0.41,0.28,chr1,152514760,152768351,Rgl1,protein_coding
chr1,152772506,152772595,0.6,0.41,0.23,chr1,152764542,152777597,Arpc5,protein_coding
chr1,152980539,152980572,0.6,0.46,0.4,chr1,152952993,153121261,Nmnat2,protein_coding
chr1,152990436,152990458,0.65,0.46,0.35,chr1,152952993,153121261,Nmnat2,protein_coding
chr1,153226262,153226308,0.59,0.42,0.39,chr1,153216922,153334786,Lamc1,protein_coding
chr1,153288874,153288952,0.64,0.47,0.36,chr1,153281850,153289190,RP24-571N3.1,TEC
chr1,153288874,153288952,0.64,0.47,0.36,chr1,153216922,153334786,Lamc1,protein_coding
chr1,153299591,153299621,0.48,0.33,0.26,chr1,153216922,153334786,Lamc1,protein_coding
chr1,153300435,153300693,0.78,0.66,0.56,chr1,153216922,153334786,Lamc1,protein_coding
chr1,153764211,153764414,0.54,0.32,0.24,chr1,153747426,153766221,Rnasel,protein_coding
chr1,153842449,153842453,0.66,0.55,0.44,chr1,153777381,153846142,Rgsl1,protein_coding
chr1,154202579,154202586,0.44,0.3,0.21,chr1,154199187,154207689,Zfp648,protein_coding
chr1,154258781,154258955,0.67,0.51,0.45,chr1,154239521,154258906,4930452N14Rik,lincRNA
chr1,154258781,154258955,0.67,0.51,0.45,chr1,154253689,154272416,4930532M18Rik,lincRNA
chr1,154390896,154391008,0.44,0.35,0.24,chr1,154388731,154886501,Cacna1e,protein_coding
chr1,155016581,155016763,0.69,0.51,0.41,chr1,155009332,155059179,Gm29282,lincRNA
chr1,155029252,155029368,0.51,0.37,0.3,chr1,155009332,155059179,Gm29282,lincRNA
chr1,155137019,155137155,0.76,0.69,0.55,chr1,155125277,155148814,Mr1,protein_coding
chr1,156843292,156843395,0.44,0.25,0.16,chr1,156836562,156863078,Angptl1,protein_coding
chr1,156843292,156843395,0.44,0.25,0.16,chr1,156802166,156941626,Ralgps2,protein_coding
chr1,156843493,156843610,0.33,0.23,0.12,chr1,156836562,156863078,Angptl1,protein_coding
chr1,156843493,156843610,0.33,0.23,0.12,chr1,156802166,156941626,Ralgps2,protein_coding
chr1,156847223,156847395,0.64,0.57,0.44,chr1,156836562,156863078,Angptl1,protein_coding
chr1,156847223,156847395,0.64,0.57,0.44,chr1,156802166,156941626,Ralgps2,protein_coding
chr1,156971307,156971347,0.7,0.61,0.5,chr1,156970760,157056034,Gm28694,lincRNA
chr1,156995144,156995632,0.68,0.55,0.46,chr1,156970760,157056034,Gm28694,lincRNA
chr1,157248165,157248184,0.52,0.4,0.26,chr1,157133182,157414595,Rasal2,protein_coding
chr1,157286174,157286288,0.49,0.4,0.28,chr1,157133182,157414595,Rasal2,protein_coding
chr1,157472804,157473005,0.4,0.27,0.17,chr1,157456577,157494638,BC026585,protein_coding
chr1,158513760,158513771,0.6,0.45,0.36,chr1,158483032,158556299,RP23-411L6.1,antisense
chr1,158513760,158513771,0.6,0.45,0.36,chr1,158360273,158693781,Astn1,protein_coding
chr1,158605680,158605843,0.61,0.46,0.32,chr1,158360273,158693781,Astn1,protein_coding
chr1,159595934,159596011,0.78,0.59,0.56,chr1,159593148,159599384,RP23-430H21.1,TEC
chr1,159595934,159596011,0.78,0.59,0.56,chr1,159521769,159933729,Tnr,protein_coding
chr1,159794339,159794476,0.45,0.31,0.23,chr1,159521769,159933729,Tnr,protein_coding
chr1,160373470,160373575,0.51,0.39,0.29,chr1,160217174,160795211,Rabgap1l,protein_coding
chr1,160373470,160373575,0.51,0.39,0.29,chr1,160262324,160445072,RP24-540L1.1,antisense
chr1,160877098,160877257,0.84,0.7,0.58,chr1,160874202,160878322,Gm24988,snoRNA
chr1,162149889,162150020,0.8,0.68,0.55,chr1,161980453,162480034,Dnm3,protein_coding
chr1,163857018,163857027,0.72,0.62,0.47,chr1,163777583,163919109,Kifap3,protein_coding
chr1,164333130,164333138,0.6,0.51,0.38,chr1,164302121,164439725,Nme7,protein_coding
chr1,164334204,164334420,0.67,0.44,0.32,chr1,164302121,164439725,Nme7,protein_coding
chr1,164363935,164364056,0.7,0.65,0.49,chr1,164302121,164439725,Nme7,protein_coding
chr1,164502518,164502584,0.44,0.32,0.23,chr1,164501309,164516882,Gm26685,lincRNA
chr1,164669432,164669787,0.65,0.5,0.35,chr1,164638953,164700233,RP23-260J11.2,lincRNA
chr1,164962944,164962999,0.6,0.48,0.31,chr1,164958921,164964825,1700029M03Rik,lincRNA
chr1,165084525,165084544,0.53,0.39,0.26,chr1,165062024,165093928,RP23-187M7.3,lincRNA
chr1,165536181,165536208,0.53,0.43,0.31,chr1,165483183,165578774,Adcy10,protein_coding
chr1,166209395,166209641,0.53,0.4,0.28,chr1,166199201,166240747,Mael,protein_coding
chr1,167231169,167231258,0.58,0.49,0.37,chr1,167220883,167287320,Uck2,protein_coding
chr1,167254762,167254863,0.4,0.49,0.28,chr1,167220883,167287320,Uck2,protein_coding
chr1,167378126,167378161,0.58,0.73,0.8,chr1,167369966,167395841,Mgst3,protein_coding
chr1,168391748,168391789,0.66,0.52,0.45,chr1,168117364,168434270,Pbx1,protein_coding
chr1,168422897,168423070,0.64,0.45,0.34,chr1,168117364,168434270,Pbx1,protein_coding
chr1,168423607,168423637,0.69,0.5,0.42,chr1,168117364,168434270,Pbx1,protein_coding
chr1,169677540,169677549,0.49,0.34,0.22,chr1,169653501,169697813,Rgs5,protein_coding
chr1,170069303,170069332,0.57,0.46,0.36,chr1,169970307,170112762,Ddr2,protein_coding
chr1,170361418,170361573,0.8,0.59,0.47,chr1,170300668,170591861,Nos1ap,protein_coding
chr1,170440741,170440759,0.66,0.53,0.45,chr1,170300668,170591861,Nos1ap,protein_coding
chr1,170442669,170442687,0.48,0.32,0.26,chr1,170300668,170591861,Nos1ap,protein_coding
chr1,170548292,170548300,0.62,0.54,0.42,chr1,170300668,170591861,Nos1ap,protein_coding
chr1,170550110,170550360,0.83,0.66,0.54,chr1,170300668,170591861,Nos1ap,protein_coding
chr1,170771079,170771102,0.84,0.72,0.63,chr1,170702674,170869771,Atf6,protein_coding
chr1,170848938,170849154,0.66,0.55,0.43,chr1,170702674,170869771,Atf6,protein_coding
chr1,170850879,170851037,0.15,0.35,0.25,chr1,170702674,170869771,Atf6,protein_coding
chr1,171119223,171119387,0.56,0.38,0.34,chr1,171111918,171128967,1700009P17Rik,protein_coding
chr1,171376026,171376123,0.58,0.38,0.3,chr1,171368099,171390598,Pvrl4,protein_coding
chr1,171376265,171376319,0.57,0.43,0.36,chr1,171368099,171390598,Pvrl4,protein_coding
chr1,172174545,172174550,0.4,0.26,0.18,chr1,172146084,172199005,Dcaf8,protein_coding
chr1,172301243,172301280,0.68,0.53,0.47,chr1,172259641,172321841,Igsf8,protein_coding
chr1,172301303,172301325,0.5,0.39,0.29,chr1,172259641,172321841,Igsf8,protein_coding
chr1,172327710,172327741,0.59,0.45,0.31,chr1,172318501,172331318,Kcnj9,protein_coding
chr1,172493824,172493844,0.5,0.33,0.28,chr1,172479788,172500878,Igsf9,protein_coding
chr1,172959662,172959701,0.72,0.7,0.52,chr1,172954768,172959817,Olfr16,protein_coding
chr1,173357788,173357866,0.59,0.41,0.23,chr1,173331258,173369695,Cadm3,protein_coding
chr1,173357788,173357866,0.59,0.41,0.23,chr1,173348879,173468040,Aim2,protein_coding
chr1,173381405,173381470,0.41,0.33,0.21,chr1,173348879,173468040,Aim2,protein_coding
chr1,174601573,174601746,0.59,0.41,0.36,chr1,174499825,174824729,Fmn2,protein_coding
chr1,175404491,175404567,0.51,0.4,0.29,chr1,175057087,175494500,Rgs7,protein_coding
chr1,175421307,175421394,0.69,0.48,0.34,chr1,175057087,175494500,Rgs7,protein_coding
chr1,175454154,175454221,0.66,0.55,0.36,chr1,175057087,175494500,Rgs7,protein_coding
chr1,176847647,176847730,0.76,0.54,0.44,chr1,176812660,177022437,Sdccag8,protein_coding
chr1,176851585,176851728,0.45,0.33,0.23,chr1,176812660,177022437,Sdccag8,protein_coding
chr1,178543797,178543800,0.65,0.46,0.39,chr1,178527125,178941200,Kif26b,protein_coding
chr1,178543828,178543862,0.77,0.71,0.56,chr1,178527125,178941200,Kif26b,protein_coding
chr1,178928673,178928737,0.77,0.49,0.4,chr1,178527125,178941200,Kif26b,protein_coding
chr1,179009887,179009920,0.41,0.25,0.19,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179201069,179201188,0.28,0.52,0.42,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179324407,179324510,0.85,0.76,0.64,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179354828,179354932,0.72,0.62,0.52,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179372045,179372093,0.2,0.4,0.25,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179374055,179374251,0.63,0.51,0.36,chr1,178949960,179520041,Smyd3,protein_coding
chr1,179715901,179715938,0.64,0.51,0.41,chr1,179693297,179747185,Gm1305,protein_coding
chr1,180336476,180336565,0.76,0.59,0.48,chr1,180328485,180426802,Itpkb,protein_coding
chr1,180405832,180406042,0.6,0.42,0.28,chr1,180328485,180426802,Itpkb,protein_coding
chr1,180447052,180447142,0.37,0.28,0.15,chr1,180430387,180485504,6330403A02Rik,protein_coding
chr1,180739005,180739129,0.45,0.26,0.15,chr1,180724043,180756204,Acbd3,protein_coding
chr1,181203308,181203317,0.51,0.35,0.27,chr1,181171228,181213552,Wdr26,protein_coding
chr1,181403160,181403188,0.52,0.72,0.6,chr1,181350628,181462641,Cnih3,protein_coding
chr1,181764206,181764319,0.68,0.56,0.43,chr1,181736988,181771674,Dnah14,protein_coding
chr1,181922238,181922439,0.72,0.58,0.44,chr1,181894384,182021990,Enah,protein_coding
chr1,182444825,182445001,0.73,0.58,0.51,chr1,182407172,182464432,Trp53bp2,protein_coding
chr1,182799607,182799676,0.74,0.59,0.52,chr1,182761860,182898591,Susd4,protein_coding
chr1,182856606,182856617,0.51,0.72,0.66,chr1,182761860,182898591,Susd4,protein_coding
chr1,182953865,182953879,0.42,0.34,0.19,chr1,182952788,182978044,Tlr5,protein_coding
chr1,182972376,182972420,0.68,0.58,0.44,chr1,182952788,182978044,Tlr5,protein_coding
chr1,183086009,183086033,0.5,0.44,0.3,chr1,183084266,183223522,Disp1,protein_coding
chr1,183086835,183086894,0.66,0.6,0.45,chr1,183084266,183223522,Disp1,protein_coding
chr1,183097426,183097511,0.47,0.32,0.23,chr1,183084266,183223522,Disp1,protein_coding
chr1,183117204,183117234,0.67,0.65,0.45,chr1,183084266,183223522,Disp1,protein_coding
chr1,183151537,183151576,0.8,0.69,0.58,chr1,183084266,183223522,Disp1,protein_coding
chr1,183183816,183183829,0.43,0.35,0.23,chr1,183084266,183223522,Disp1,protein_coding
chr1,183218447,183218665,0.63,0.39,0.31,chr1,183084266,183223522,Disp1,protein_coding
chr1,183282238,183282404,0.6,0.48,0.37,chr1,183274352,183299269,Brox,protein_coding
chr1,183290022,183290154,0.84,0.71,0.62,chr1,183274352,183299269,Brox,protein_coding
chr1,183399161,183399208,0.78,0.96,0.98,chr1,183386981,183412198,Taf1a,protein_coding
chr1,183410431,183410605,0.65,0.51,0.4,chr1,183386981,183412198,Taf1a,protein_coding
chr1,183779237,183779342,0.05,0.25,0.15,chr1,183746977,183811746,RP23-352D14.1,lincRNA
chr1,184857281,184857380,0.55,0.31,0.21,chr1,184856138,184860412,Gm23780,misc_RNA
chr1,185255336,185255370,0.74,0.6,0.52,chr1,185202117,185288759,Rab3gap2,protein_coding
chr1,185264026,185264069,0.73,0.59,0.48,chr1,185202117,185288759,Rab3gap2,protein_coding
chr1,185354118,185354304,0.82,0.69,0.6,chr1,185330149,185359777,Bpnt1,protein_coding
chr1,186345695,186345858,0.67,0.44,0.33,chr1,186345315,186350425,RP23-258C20.1,TEC
chr1,186516077,186516219,0.72,0.57,0.51,chr1,186509838,186560681,RP23-28F18.1,lincRNA
chr1,186676335,186676405,0.54,0.38,0.27,chr1,186674742,186678876,Gm26169,snoRNA
chr1,186676335,186676405,0.54,0.38,0.27,chr1,186620792,186707989,Tgfb2,protein_coding
chr1,186752894,186752949,0.74,0.54,0.46,chr1,186747396,186754921,A430105J06Rik,lincRNA
chr1,187226180,187226224,0.69,0.48,0.34,chr1,187213508,187353704,Gpatch2,protein_coding
chr1,187238463,187238657,0.56,0.46,0.35,chr1,187237193,187242357,RP23-306B14.2,TEC
chr1,187238463,187238657,0.56,0.46,0.35,chr1,187234457,187240718,RP23-306B14.3,TEC
chr1,187238463,187238657,0.56,0.46,0.35,chr1,187213508,187353704,Gpatch2,protein_coding
chr1,187270145,187270318,0.76,0.62,0.44,chr1,187213508,187353704,Gpatch2,protein_coding
chr1,187270591,187270627,0.55,0.44,0.32,chr1,187213508,187353704,Gpatch2,protein_coding
chr1,187280301,187280358,0.5,0.36,0.26,chr1,187213508,187353704,Gpatch2,protein_coding
chr1,187734859,187735011,0.44,0.64,0.58,chr1,187606791,188216885,Esrrg,protein_coding
chr1,187910850,187910867,0.51,0.32,0.28,chr1,187606791,188216885,Esrrg,protein_coding
chr1,188088434,188088439,0.42,0.62,0.48,chr1,187606791,188216885,Esrrg,protein_coding
chr1,188088476,188088483,0.34,0.57,0.45,chr1,187606791,188216885,Esrrg,protein_coding
chr1,188774643,188774683,0.76,0.6,0.47,chr1,188260023,188967041,Ush2a,protein_coding
chr1,188815328,188815378,0.38,0.6,0.53,chr1,188260023,188967041,Ush2a,protein_coding
chr1,189314903,189315082,0.62,0.45,0.34,chr1,189205930,189404273,Kcnk2,protein_coding
chr1,189880407,189880433,0.52,0.39,0.31,chr1,189877935,189886652,RP24-288J3.2,antisense
chr1,189880407,189880433,0.52,0.39,0.31,chr1,189878492,189924363,Smyd2,protein_coding
chr1,190596233,190596293,0.55,0.33,0.24,chr1,190592326,190606548,RP24-511E9.1,lincRNA
chr1,190882946,190883071,0.74,0.57,0.52,chr1,190698202,190913770,Rps6kc1,protein_coding
chr1,191003305,191003321,0.31,0.5,0.52,chr1,190999425,191003851,RP23-399N18.1,processed_pseudogene
chr1,191106071,191106174,0.35,0.24,0.15,chr1,191095847,191110945,Batf3,protein_coding
chr1,191162784,191162788,0.7,0.6,0.47,chr1,191160584,191166817,Fam71a,protein_coding
chr1,191213586,191213591,0.75,0.55,0.46,chr1,191168296,191220039,Atf3,protein_coding
chr1,191213759,191213781,0.66,0.49,0.44,chr1,191168296,191220039,Atf3,protein_coding
chr1,191610335,191610425,0.52,0.37,0.29,chr1,191573636,191625688,Ints7,protein_coding
chr1,191610618,191610640,0.85,0.72,0.6,chr1,191573636,191625688,Ints7,protein_coding
chr1,191623001,191623074,0.49,0.34,0.29,chr1,191573636,191625688,Ints7,protein_coding
chr1,191833617,191833683,0.8,0.63,0.49,chr1,191819444,191835050,Nek2,protein_coding
chr1,192281694,192281706,0.73,0.54,0.48,chr1,192188774,192512159,Kcnh1,protein_coding
chr1,192473385,192473396,0.57,0.44,0.3,chr1,192188774,192512159,Kcnh1,protein_coding
chr1,192525841,192525890,0.57,0.45,0.3,chr1,192494711,192773223,Hhat,protein_coding
chr1,192604435,192604445,0.7,0.61,0.48,chr1,192494711,192773223,Hhat,protein_coding
chr1,192967906,192967917,0.78,0.67,0.55,chr1,192889233,193037775,Syt14,protein_coding
chr1,193128300,193128489,0.46,0.29,0.24,chr1,193089104,193132272,Diexf,protein_coding
chr1,193130875,193130955,0.48,0.35,0.26,chr1,193089104,193132272,Diexf,protein_coding
chr1,193131087,193131141,0.67,0.58,0.46,chr1,193089104,193132272,Diexf,protein_coding
chr1,193333129,193333170,0.8,0.7,0.6,chr1,193205699,193345878,Lamb3,protein_coding
chr1,194655645,194655663,0.19,0.42,0.09,chr1,194616218,194818869,Plxna2,protein_coding
chr1,194949481,194949551,0.43,0.3,0.19,chr1,194936819,194963279,Cd34,protein_coding
chr10,3967329,3967343,0.77,0.57,0.39,chr10,3738364,3969303,Plekhg1,protein_coding
chr10,4395461,4395637,0.41,0.25,0.19,chr10,4389587,4398424,Gm21781,lincRNA
chr10,4422655,4422702,0.7,0.53,0.43,chr10,4399915,4434388,Rmnd1,protein_coding
chr10,4422655,4422702,0.7,0.53,0.43,chr10,4407033,4425369,Gm16153,processed_transcript
chr10,5110829,5111010,0.69,0.55,0.45,chr10,5018203,5552692,Syne1,protein_coding
chr10,5182015,5182154,0.67,0.53,0.42,chr10,5018203,5552692,Syne1,protein_coding
chr10,5182898,5182953,0.63,0.55,0.43,chr10,5018203,5552692,Syne1,protein_coding
chr10,5212686,5212738,0.5,0.29,0.17,chr10,5018203,5552692,Syne1,protein_coding
chr10,5288080,5288254,0.63,0.45,0.35,chr10,5018203,5552692,Syne1,protein_coding
chr10,5289702,5289808,0.57,0.34,0.21,chr10,5018203,5552692,Syne1,protein_coding
chr10,5499684,5499701,0.76,0.63,0.49,chr10,5018203,5552692,Syne1,protein_coding
chr10,5846232,5846280,0.6,0.38,0.26,chr10,5823663,5924400,Rgs17,protein_coding
chr10,8366742,8366853,0.7,0.52,0.43,chr10,8202753,8520825,Ust,protein_coding
chr10,8434180,8434195,0.78,0.62,0.57,chr10,8202753,8520825,Ust,protein_coding
chr10,8779497,8779504,0.68,0.57,0.43,chr10,8720219,8888070,Sash1,protein_coding
chr10,8875382,8875527,0.88,0.68,0.63,chr10,8720219,8888070,Sash1,protein_coding
chr10,9804962,9805011,0.39,0.19,0.16,chr10,9753547,9903079,Stxbp5,protein_coding
chr10,10688541,10688603,0.68,0.55,0.48,chr10,10684059,11084356,Grm1,protein_coding
chr10,10740352,10740497,0.49,0.38,0.29,chr10,10684059,11084356,Grm1,protein_coding
chr10,10930422,10930435,0.89,0.79,0.67,chr10,10684059,11084356,Grm1,protein_coding
chr10,10964849,10964861,0.61,0.5,0.41,chr10,10684059,11084356,Grm1,protein_coding
chr10,16981800,16981902,0.4,0.3,0.18,chr10,16949294,17097782,Gm20125,lincRNA
chr10,17012655,17012688,0.7,0.56,0.42,chr10,16949294,17097782,Gm20125,lincRNA
chr10,17034885,17035205,0.64,0.49,0.41,chr10,16949294,17097782,Gm20125,lincRNA
chr10,18077061,18077306,0.78,0.67,0.56,chr10,18053861,18127155,Reps1,protein_coding
chr10,18101610,18101630,0.77,0.64,0.56,chr10,18053861,18127155,Reps1,protein_coding
chr10,18616695,18616699,0.12,0.33,0.18,chr10,18586011,18745758,D10Bwg1379e,protein_coding
chr10,20255793,20255837,0.49,0.32,0.25,chr10,20146471,20283589,Map7,protein_coding
chr10,20278977,20279054,0.83,0.59,0.45,chr10,20146471,20283589,Map7,protein_coding
chr10,20628164,20628193,0.69,0.64,0.48,chr10,20623635,20631576,Gm17230,processed_pseudogene
chr10,20628164,20628193,0.69,0.64,0.48,chr10,20396004,20727078,Pde7b,protein_coding
chr10,21354001,21354147,0.64,0.5,0.37,chr10,21293979,21370889,Hbs1l,protein_coding
chr10,21839460,21839495,0.59,0.46,0.35,chr10,21828499,21846851,Gm6846,lincRNA
chr10,22697003,22697117,0.65,0.51,0.41,chr10,22643011,22706285,Slc2a12,protein_coding
chr10,22699103,22699195,0.67,0.44,0.34,chr10,22643011,22706285,Slc2a12,protein_coding
chr10,24777558,24777613,0.81,0.69,0.57,chr10,24771814,24838195,Enpp3,protein_coding
chr10,24778867,24778952,0.57,0.43,0.34,chr10,24771814,24838195,Enpp3,protein_coding
chr10,24911415,24911653,0.64,0.48,0.4,chr10,24908664,24912733,Mir6905,miRNA
chr10,24911415,24911653,0.64,0.48,0.4,chr10,24867986,24915681,Med23,protein_coding
chr10,25437720,25437783,0.77,0.55,0.49,chr10,25357798,25525519,Epb4.1l2,protein_coding
chr10,26275504,26275669,0.5,0.4,0.27,chr10,26272468,26377185,L3mbtl3,protein_coding
chr10,27384024,27384087,0.62,0.48,0.36,chr10,26978036,27621758,Lama2,protein_coding
chr10,32038426,32038461,0.48,0.32,0.28,chr10,31687310,32892462,Nkain2,protein_coding
chr10,32448453,32448538,0.63,0.87,0.86,chr10,31687310,32892462,Nkain2,protein_coding
chr10,33157764,33157816,0.57,0.31,0.28,chr10,33081483,33478709,Trdn,protein_coding
chr10,34001889,34002161,0.52,0.73,0.56,chr10,33994555,34021624,Rwdd1,protein_coding
chr10,34013594,34013651,0.68,0.53,0.41,chr10,33994555,34021624,Rwdd1,protein_coding
chr10,39488333,39488342,0.21,0.41,0.31,chr10,39366855,39567381,Fyn,protein_coding
chr10,40080732,40080757,0.73,0.65,0.53,chr10,40031535,40144254,Slc16a10,protein_coding
chr10,40448629,40448998,0.66,0.49,0.41,chr10,40347308,40485818,Cdk19,protein_coding
chr10,40717649,40717681,0.63,0.53,0.4,chr10,40681282,40813083,Mettl24,protein_coding
chr10,40721862,40721997,0.77,0.66,0.55,chr10,40681282,40813083,Mettl24,protein_coding
chr10,40831352,40831363,0.69,0.37,0.26,chr10,40829626,40885143,Cdc40,protein_coding
chr10,41249159,41249263,0.84,0.68,0.57,chr10,41186172,41305241,Fig4,protein_coding
chr10,41587373,41587428,0.7,0.52,0.43,chr10,41536846,41711300,Ccdc162,protein_coding
chr10,41623655,41623771,0.73,0.61,0.52,chr10,41621182,41649149,Gm29096,protein_coding
chr10,41623655,41623771,0.73,0.61,0.52,chr10,41536846,41711300,Ccdc162,protein_coding
chr10,41741865,41741930,0.45,0.28,0.21,chr10,41716840,41811871,Cep57l1,protein_coding
chr10,41760648,41760732,0.83,0.68,0.62,chr10,41716840,41811871,Cep57l1,protein_coding
chr10,41838087,41838098,0.54,0.42,0.29,chr10,41808574,41910424,Sesn1,protein_coding
chr10,41898173,41898221,0.61,0.37,0.28,chr10,41808574,41910424,Sesn1,protein_coding
chr10,41898333,41898424,0.73,0.49,0.4,chr10,41808574,41910424,Sesn1,protein_coding
chr10,41939464,41939491,0.84,0.76,0.6,chr10,41912990,42020442,Armc2,protein_coding
chr10,41984309,41984549,0.79,0.64,0.5,chr10,41912990,42020442,Armc2,protein_coding
chr10,42263286,42263453,0.77,0.56,0.48,chr10,42179841,42278755,Foxo3,protein_coding
chr10,42266734,42266894,0.78,0.65,0.5,chr10,42179841,42278755,Foxo3,protein_coding
chr10,42700640,42700856,0.55,0.69,0.76,chr10,42581822,42704459,Ostm1,protein_coding
chr10,43058244,43058324,0.75,0.56,0.46,chr10,43000500,43176530,Sobp,protein_coding
chr10,44500103,44500161,0.26,0.47,0.42,chr10,44435177,44530501,Prdm1,protein_coding
chr10,49746667,49746732,0.77,0.64,0.52,chr10,49097460,49790766,Grik2,protein_coding
chr10,53321294,53321449,0.63,0.52,0.41,chr10,53276081,53381851,Cep85l,protein_coding
chr10,53688058,53688132,0.71,0.59,0.45,chr10,53631145,53752909,Fam184a,protein_coding
chr10,53708983,53709025,0.79,0.64,0.57,chr10,53631145,53752909,Fam184a,protein_coding
chr10,53984715,53984749,0.67,0.88,0.9,chr10,53902788,54077796,Man1a,protein_coding
chr10,58378822,58378866,0.42,0.24,0.19,chr10,58321466,58426691,Lims1,protein_coding
chr10,58392507,58392616,0.71,0.57,0.51,chr10,58321466,58426691,Lims1,protein_coding
chr10,58400410,58401033,0.81,0.67,0.56,chr10,58321466,58426691,Lims1,protein_coding
chr10,59818560,59818710,0.78,0.64,0.51,chr10,59815666,59819797,Gm23803,snoRNA
chr10,59818560,59818710,0.78,0.64,0.51,chr10,59700477,59866132,Micu1,protein_coding
chr10,59841492,59841712,0.75,0.57,0.5,chr10,59700477,59866132,Micu1,protein_coding
chr10,61497953,61498192,0.7,0.55,0.5,chr10,61473833,61584226,Lrrc20,protein_coding
chr10,61499767,61499782,0.69,0.59,0.46,chr10,61473833,61584226,Lrrc20,protein_coding
